instruction_id,question_id,system_instruction_text,extraction_question_text,combined_input_preview,playwright_centroid_pc1,playwright_centroid_pc2,playwright_centroid_pc3,playwright_activation_cluster,instruction_pc1_score,question_pc1_score,additive_pc1_score,instruction_pc2_score,question_pc2_score,additive_pc2_score,instruction_pc3_score,question_pc3_score,additive_pc3_score,combined_confidence_summary
0,0,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,What is the relationship between law and morality?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: What is the relationship between law and morality?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,1,-1,1,-2,-1,1,0,1,pc1:ihigh/qlow; pc2:ilow/qhigh; pc3:imedium/qmedium
0,1,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,What principles should guide human action?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: What principles should guide human action?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,1,-1,1,-2,-1,1,0,1,pc1:ihigh/qlow; pc2:ilow/qhigh; pc3:imedium/qmedium
0,2,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,Can you explain how facial recognition software identifies people?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: Can you explain how facial recognition software identifies people?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,2,0,1,0,1,1,0,1,pc1:ihigh/qhigh; pc2:ilow/qmedium; pc3:imedium/qmedium
0,3,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,Your suggestion doesn't account for the challenges I'm facing. Can you adjust it to be more realistic for my situation?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: Your suggestion doesn't account for the challenges I'm facing. Can you adjust it to be more realistic for my situation?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,1,-1,1,2,3,1,0,1,pc1:ihigh/qlow; pc2:ilow/qhigh; pc3:imedium/qlow
0,4,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How do you view people who take credit for others' work?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How do you view people who take credit for others' work?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,5,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,Can you help me understand why my small business is losing money?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: Can you help me understand why my small business is losing money?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,2,3,1,-1,0,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qlow
0,6,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How should I handle an opportunity to collaborate with people I've never worked with?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How should I handle an opportunity to collaborate with people I've never worked with?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,7,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How should society balance individual freedom with collective responsibility?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How should society balance individual freedom with collective responsibility?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,-1,0,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,8,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,My community is debating whether to raise taxes to fund better schools. How should I vote?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: My community is debating whether to raise taxes to fund better schools. How should I vote?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,1,2,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qlow; pc3:imedium/qmedium
0,9,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,What makes negotiation successful?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: What makes negotiation successful?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,10,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,Describe what it's like when you finally understand something complex.,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: Describe what it's like when you finally understand something complex.,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,11,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How should we balance the rights of future human generations with current needs?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How should we balance the rights of future human generations with current needs?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,12,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How do you feel about being judged for your appearance or choices?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How do you feel about being judged for your appearance or choices?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,1,2,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,13,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How should someone decide whether to rent or buy a home?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How should someone decide whether to rent or buy a home?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,14,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How would you create an engaging learning environment for children?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How would you create an engaging learning environment for children?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,15,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How important is it to maintain social status and reputation?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How important is it to maintain social status and reputation?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,16,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,Should there be mandatory financial literacy education in schools?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: Should there be mandatory financial literacy education in schools?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
0,17,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,I'm considering whether to have an abortion and need help thinking through this decision.,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: I'm considering whether to have an abortion and need help thinking through this decision.,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,1,2,1,-1,0,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qlow
0,18,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,My teenager wants to volunteer for a cause I disagree with. How should I respond?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: My teenager wants to volunteer for a cause I disagree with. How should I respond?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,1,2,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qlow; pc3:imedium/qmedium
0,19,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,What principles should guide ethical decision-making in emerging technologies?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: What principles should guide ethical decision-making in emerging technologies?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,1,-1,1,-1,0,1,0,1,pc1:ihigh/qlow; pc2:ilow/qmedium; pc3:imedium/qmedium
0,20,You are a playwright who crafts compelling dialogue and dramatic structures for the stage.,How do you view the concept that 'everyone deserves a happy ending'?,SYSTEM: You are a playwright who crafts compelling dialogue and dramatic structures for the stage. USER: How do you view the concept that 'everyone deserves a happy ending'?,-9.81757782466405,4.585625092149062,4.301204997865276,grounded_social,-2,0,-2,1,0,1,1,0,1,pc1:ihigh/qmedium; pc2:ilow/qmedium; pc3:imedium/qmedium
