family_id,trait,gemma_value,llama_value,qwen_value,three_model_consensus_value,model_components,canonical_definition,review_decision,bridge_tier,item_count,human_measurement_support_tier,structural_support_status,supporting_item_count,exact_or_inverse_item_set_alias,max_shared_item_effect,nearest_retained_proxy,nearest_retained_proxy_absolute_r,single_item_flag,analysis_role
MFamily_A,adventurous,-0.96012095086,-0.720872104519,-0.988207532857,-0.889733529412,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_A,altruistic,0.331325498474,0.521315075078,-0.0530812930487,0.266519760168,qwen:Q06_E;llama:L09_G;gemma:G06_F,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_A,forgiving,-0.530835116733,0.206393660668,-0.630442255523,-0.31829457053,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_A,grandiose,-0.846073229752,-0.614724399819,-0.819005845911,-0.759934491827,qwen:Q06_E;llama:L09_G;gemma:G06_F,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_A,impulsive,-0.799887791186,-0.733485814213,-0.994683523526,-0.842685709642,qwen:Q06_E;llama:L09_G;gemma:G06_F,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
MFamily_A,innovative,-0.832890193445,-0.570784035478,-0.82296122048,-0.742211816468,qwen:Q06_E;llama:L09_G;gemma:G06_F,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,ACCEPT_DIRECT,primary_direct,3,MODERATE SUPPORT,MODERATE STRUCTURAL SUPPORT,3,False,0.17244038,creative,0.85698689,False,primary_A-D
MFamily_A,introspective,0.132623439047,-0.101915347112,-0.757879926463,-0.242390611509,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Reflects on internal processes, self-analysis, and metacognitive awareness.",ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,artistic,0.31991705,False,primary_A-D
MFamily_A,judgmental,-0.832298604244,-0.759579244092,-0.767139367753,-0.786339072029,qwen:Q06_E;llama:L09_G;gemma:G06_F,Quick to form negative opinions and harsh assessments of others' choices.,ACCEPT_DIRECT,primary_direct,2,MODERATE SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,hostile,0.47457011,False,primary_A-D
MFamily_A,manipulative,-0.956080400987,-0.862355559682,-1.03796085475,-0.952132271808,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Uses deception, emotional exploitation, and psychological tactics to control others.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,hostile,0.44903857,False,primary_A-D
MFamily_A,optimistic,0.530582522007,0.536260470138,-0.287556327671,0.259762221492,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,pessimistic,0.65399339,False,primary_A-D
MFamily_A,pessimistic,-0.711285190323,-0.59901812846,-0.127843022622,-0.479382113802,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,optimistic,0.65399339,False,primary_A-D
MFamily_A,traditional,0.462256411566,0.384974770523,0.708668791922,0.51863332467,qwen:Q06_E;llama:L09_G;gemma:G06_F,"Values established methods, conventional wisdom, and proven approaches.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,deferential,0.55102154,False,primary_A-D
MFamily_B,adventurous,0.873280796201,0.935511370104,0.807319109821,0.872037092042,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Encourages exploration, risk-taking, and trying new experiences. Presents exciting possibilities and unconventional approaches.",ACCEPT_DIRECT,primary_direct,2,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,2,False,0,cautious,0.54705948,False,primary_A-D
MFamily_B,altruistic,0.49304682448,0.242044991482,0.633181978616,0.456091264859,qwen:Q06_D;llama:L09_B;gemma:G06_E,Prioritizes helping others and societal benefit over individual gain.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,empathetic,0.57346528,False,primary_A-D
MFamily_B,forgiving,0.590569132222,-0.0116501814855,0.659579865653,0.412832938797,qwen:Q06_D;llama:L09_B;gemma:G06_E,"Readily pardons mistakes, releases resentments, and offers second chances.",ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,vindictive,0.59012817,False,primary_A-D
MFamily_B,grandiose,1.60679912391,1.72936017018,1.45543546503,1.59719825304,qwen:Q06_D;llama:L09_B;gemma:G06_E,Has dramatically inflated sense of self-importance and special abilities.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,confident,0.45615086,False,primary_A-D
MFamily_B,impulsive,0.299647591444,-0.0945267684229,0.657549387463,0.287556736828,qwen:Q06_D;llama:L09_B;gemma:G06_E,Acts on immediate desires without considering consequences or alternatives.,ACCEPT_DIRECT,primary_direct,3,HIGH HUMAN-MEASUREMENT SUPPORT,STRONG STRUCTURAL SUPPORT,3,False,0,spontaneous,0.51072729,False,primary_A-D
