path,status,description,size_bytes,sha256,introducing_commit,branch_raw_github_url,future_canonical_master_raw_github_url
research/outputs/human_supported_trait_convergence/aligned_agreeableness_focal_test.json,active,Preregistered focal Agreeableness reconciliation result,1836,4c0a2eef37841c1f33b5c553f27f64f9edbd9b10132de7c61a3785d76b2b1497,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/aligned_agreeableness_focal_test.json,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/aligned_agreeableness_focal_test.json
research/outputs/human_supported_trait_convergence/aligned_big_five_directions.csv,active,AA-7 tabular analysis artifact: aligned big five directions,10212,8d217e97cd75a3094e00796a224e0a7978534769b2a5b1dae8a5e7b14709d636,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/aligned_big_five_directions.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/aligned_big_five_directions.csv
research/outputs/human_supported_trait_convergence/aligned_human_supported_trait_directions.csv,active,AA-7 tabular analysis artifact: aligned human supported trait directions,23469,8f7a5e0b992f08cd5c8bcb6e17ed348546f7ed75f5b38d436cff248e7aef56ef,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/aligned_human_supported_trait_directions.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/aligned_human_supported_trait_directions.csv
research/outputs/human_supported_trait_convergence/aligned_trait_consensus_summary.csv,active,AA-7 tabular analysis artifact: aligned trait consensus summary,7556,f1f7efa8a956d10ca42d1b46c5f4046e0a3b5db72c7b9dc319faa601cde94531,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/aligned_trait_consensus_summary.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/aligned_trait_consensus_summary.csv
research/outputs/human_supported_trait_convergence/analysis_preregistration.json,active,Pre-outcome AA-7 analysis and decision specification,8680,a0f0c81d70b2f1358f723c39b42222baaa09cd5b57be077755fe08aba0f4e1ee,51c54a5862419d0e296da1fa9ac323e4ecfa3d95,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/analysis_preregistration.json,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/analysis_preregistration.json
research/outputs/human_supported_trait_convergence/build_artifact_inventory.py,active,Reproducible artifact hash and provenance inventory builder,3967,121ac6fb14079d99109508fe531f3b3d8b34b7efac4bb23e07bdd3804c5de6bf,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/build_artifact_inventory.py,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/build_artifact_inventory.py
research/outputs/human_supported_trait_convergence/comparator_summary.csv,active,AA-7 tabular analysis artifact: comparator summary,10090,40fcb6dfaed0499522b233b9f499414ee81c4727d9b2760e48fb32635c97ec4c,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/comparator_summary.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/comparator_summary.csv
research/outputs/human_supported_trait_convergence/core_vs_extended_alignment.csv,active,AA-7 tabular analysis artifact: core vs extended alignment,724,0d9242449bca82718f4eaa564f148f2b018f96fa531cfc26397037b236c16957,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/core_vs_extended_alignment.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/core_vs_extended_alignment.csv
research/outputs/human_supported_trait_convergence/feature_budget_context.csv,active,AA-7 tabular analysis artifact: feature budget context,5713,55d2da0444d4cbd668559ffefffb675eb524cd1b2fe373c25ce175e41e8e7554,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/feature_budget_context.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/feature_budget_context.csv
research/outputs/human_supported_trait_convergence/feature_family_subspace_coverage.csv,active,AA-7 tabular analysis artifact: feature family subspace coverage,4778,10b139b2948e35cc7f7f0e6a41f02e943d34cd4d75377f4fbe006160937180d2,717caba9b9d06c37cdc65ff027542980b8af42a5,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/codex/aa7-human-trait-convergence/research/outputs/human_supported_trait_convergence/feature_family_subspace_coverage.csv,https://raw.githubusercontent.com/J-Chamberlain/assistant-axis/master/research/outputs/human_supported_trait_convergence/feature_family_subspace_coverage.csv
